,,,,,Prämien – Grundversicherung,,,,,,,
,,,,,Primes – Assurance de base,,,,,,,
Mit Unfall / avec risque accidents,,,,,,2024,VD,Ohne Unfall / sans risque accidents,,,,
Franchise / Franchise,,,,,,Erwachsene / Adultes,,,,Franchise / Franchise,,
135.4,129.6,123.8,117.9,112.1,106.3,100.4,"Supra, PrimaFlex, Ein Kind / Un enfant",126,120.6,115.2,109.7,104.3,98.9,93.4
101.6,97.2,92.9,88.5,84.1,79.8,75.3,"Supra, PrimaFlex, Drei und mehr Kinder / Trois",94.5,90.4,86.4,82.4,78.3,74.3,70.1
,,,,,,,enfants et plus,,,,,,,
166.2,,154.6,,142.9,,131.2,"Swica, FAVORIT TELMED",154.6,,143.8,,132.9,,122.1
69.3,,57.7,,46,,37.3,"Swica, FAVORIT TELMED, ab 3. Kind / dès le 3ème",64.5,,53.6,,42.8,,34.7
,,,,,,,enfant,,,,,,,
155.2,149.4,143.5,137.7,131.9,126,120.2,"Visana, Combi Care",145.1,139.6,134.2,128.7,123.3,117.8,112.4
67.7,61.9,56,50.2,44.4,38.5,36.8,"Visana, Combi Care, ab 3. Kind / dès le 3ème enfant",63.3,57.8,52.4,46.9,41.5,36,34.4
155.2,149.4,143.5,137.7,131.9,126,120.2,"Visana, Med Call",145.1,139.6,134.2,128.7,123.3,117.8,112.4
67.7,61.9,56,50.2,44.4,38.5,36.8,"Visana, Med Call, ab 3. Kind / dès le 3ème enfant",63.3,57.8,52.4,46.9,41.5,36,34.4
138,132.2,126.3,120.5,114.7,108.8,103,"Visana, Tel Care",129,123.5,118.1,112.6,107.2,101.7,96.3
60.2,54.4,48.6,42.7,36.9,36.8,36.8,"Visana, Tel Care, ab 3. Kind / dès le 3ème enfant",56.3,50.9,45.4,40,34.5,34.4,34.4
138,132.2,126.3,120.5,114.7,108.8,103,"Visana, Tel Doc",129,123.5,118.1,112.6,107.2,101.7,96.3
60.2,54.4,48.6,42.7,36.9,36.8,36.8,"Visana, Tel Doc, ab 3. Kind / dès le 3ème enfant",56.3,50.9,45.4,40,34.5,34.4,34.4
173.3,167.5,161.7,155.8,150,144.2,138.3,"Vivacare, Combi Care",162,156.6,151.1,145.7,140.2,134.8,129.3
66.9,62.3,57.6,52.9,48.3,43.6,39,"Vivacare, Combi Care, ab 3. Kind / dès le 3ème enfant",62.6,58.2,53.9,49.5,45.2,40.8,36.5
173.3,167.5,161.7,155.8,150,144.2,138.3,"Vivacare, Med Call",162,156.6,151.1,145.7,140.2,134.8,129.3
66.9,62.3,57.6,52.9,48.3,43.6,39,"Vivacare, Med Call, ab 3. Kind / dès le 3ème enfant",62.6,58.2,53.9,49.5,45.2,40.8,36.5
152.4,146.5,140.7,134.9,129,123.2,117.4,"Vivacare, Tel Care",142.4,137,131.5,126.1,120.6,115.2,109.7
58.8,54.8,50.7,46.6,42.5,38.4,36.4,"Vivacare, Tel Care, ab 3. Kind / dès le 3ème enfant",55,51.2,47.4,43.6,39.7,35.9,34
161.1,155.3,149.4,143.6,137.8,131.9,126.1,"Vivacare, Tel Doc",150.6,145.1,139.7,134.2,128.8,123.3,117.9
62.2,57.9,53.6,49.2,44.9,40.6,36.4,"Vivacare, Tel Doc, ab 3. Kind / dès le 3ème enfant",58.2,54.1,50.1,46,42,37.9,34
130.2,,118.5,,106.8,,95.2,"Vivao Sympany, FlexHelp 24",121.1,,110.3,,99.4,,88.6
"Bundesamt für Gesundheit, 3003 Bern",,,,,,,,,September 2023,,,,,
"Office fédéral de la santé publique, 3003 Berne",,,,,,,20/28,,Septembre 2023,,,review-2023-09-24,,
,,,,Prämien – Weitere Versicherungsmodelle,,,,,,,,,,
,,,,Primes – Autres modèles d'assurance,,,,,,,,,,
Mit Unfall / avec risque accidents,,,,,,,2024,VD,,Ohne Unfall / sans risque accidents,,,,
Franchise / Franchise,,,,,,,Kinder / Enfants,,,,,Franchise / Franchise,,
0,100,200,300,400,500,600,Region / Région 2,0,100,200,300,400,500,600
110.2,105.2,100.2,95.1,88.9,82,,"Aquilana, SMARTMED",102.5,97.9,93.2,88.5,82.7,76.3,
55.1,52.6,50.1,47.6,44.5,41,,"Aquilana, SMARTMED, ab 3. Kind / dès le 3ème",51.3,49,46.6,44.3,41.4,38.2,
,,,,,,,enfant,,,,,,,
120.3,114.5,108.7,102.8,97,91.2,85.3,"Assura, Gesundheitnetz, Ein Kind / Un enfant",111.9,106.5,101.1,95.7,90.3,84.9,79.4
118.6,112.8,107,101.1,95.3,89.5,83.6,"Assura, Gesundheitnetz, Zwei Kinder / Deux enfants",110.3,105,99.6,94.1,88.7,83.3,77.8
117,111.2,105.4,99.5,93.7,87.9,82,"Assura, Gesundheitnetz, Drei und mehr Kinder / Trois",108.9,103.5,98.1,92.6,87.2,81.8,76.3
,,,,,,,enfants et plus,,,,,,,
128.5,122.7,116.9,,105.2,,93.5,"Atupri, SmartCare",122.1,116.6,111.1,,99.9,,88.8
128.5,122.7,116.9,,105.2,,93.5,"Atupri, TelFirst",122.1,116.6,111.1,,99.9,,88.8
130,124.2,118.4,112.5,106.7,100.9,95,"Avenir, PrimaFlex, Ein Kind / Un enfant",120.9,115.6,110.2,104.7,99.3,93.9,88.4
97.5,93.2,88.8,84.4,80.1,75.7,71.3,"Avenir, PrimaFlex, Drei und mehr Kinder / Trois",90.7,86.7,82.6,78.5,74.5,70.5,66.4
,,,,,,,enfants et plus,,,,,,,
133,127.2,121.4,115.5,109.7,103.9,98,"Avenir, SanaTel, Ein Kind / Un enfant",123.7,118.3,113,107.5,102.1,96.7,91.2
99.8,95.4,91.1,86.7,82.3,78,73.5,"Avenir, SanaTel, Drei und mehr Kinder / Trois enfants",92.9,88.8,84.8,80.7,76.6,72.6,68.4
,,,,,,,et plus,,,,,,,
127.7,121.9,116.1,110.2,104.4,98.6,92.7,"Concordia, smartDoc",120.7,115.2,109.8,104.2,98.7,93.2,87.7
60.5,54.7,48.9,43,37.5,37.5,37.5,"Concordia, smartDoc, ab 3. Kind / dès le 3ème enfant",57.2,51.7,46.3,40.7,35.5,35.5,35.5
118.2,112.4,106.6,100.7,94.9,,83.2,"CSS, Callmed",109.9,104.5,99.1,93.7,88.3,,77.4
133.7,127.9,122.1,116.2,110.4,104.6,98.7,"Easy Sana, PrimaFlex, Ein Kind / Un enfant",124.4,119,113.6,108.1,102.7,97.3,91.8
100.3,96,91.6,87.2,82.8,78.5,74.1,"Easy Sana, PrimaFlex, Drei und mehr Kinder / Trois",93.3,89.3,85.2,81.1,77.1,73.1,69
,,,,,,,enfants et plus,,,,,,,
136.7,130.9,125.1,119.2,113.4,107.6,101.7,"Easy Sana, SanaTel, Ein Kind / Un enfant",127.2,121.8,116.4,110.9,105.5,100.1,94.6
102.6,98.2,93.9,89.4,85.1,80.7,76.3,"Easy Sana, SanaTel, Drei und mehr Kinder / Trois",95.5,91.4,87.4,83.2,79.2,75.1,71
,,,,,,,enfants et plus,,,,,,,
118.3,117.3,116.3,115.3,114.3,113.3,,"EGK, EGK-TelCare",111.3,110.3,109.4,108.4,107.5,106.6,
92.4,91.5,90.5,89.5,88.5,87.5,,"EGK, EGK-TelCare, ab 3. Kind / dès le 3ème enfant",86.9,86.1,85.1,84.2,83.2,82.3,
127.9,,,,,98.8,,"Helsana, BeneFit PLUS Telmed",119,,,,,91.9,
51.1,,,,,32.3,,"Helsana, BeneFit PLUS Telmed, ab 3. Kind / dès le",47.6,,,,,30.1,
,,,,,,,3ème enfant,,,,,,,
138.4,,,,,109.3,,"Helsana, Premed-24",128.8,,,,,101.7,
55.3,,,,,32.3,,"Helsana, Premed-24, ab 3. Kind / dès le 3ème enfant",51.5,,,,,30.1,
119.5,,109.6,,99.5,,89.4,"KPT, KPTwin.easy",111.1,,101.9,,92.5,,83.1
127.9,,117.3,,106.5,,95.6,"KPT, KPTwin.win",118.9,,109,,99,,88.9
136.3,130.5,124.7,118.8,113,107.2,101.3,"Mutuel, PrimaFlex, Ein Kind / Un enfant",126.8,121.4,116,110.5,105.1,99.7,94.3
102.3,97.9,93.6,89.1,84.8,80.4,76,"Mutuel, PrimaFlex, Drei und mehr Kinder / Trois",95.2,91.1,87.1,82.9,78.9,74.8,70.7
,,,,,,,enfants et plus,,,,,,,
137.1,131.3,125.5,119.6,113.8,108,102.1,"Mutuel, SanaTel, Ein Kind / Un enfant",127.6,122.2,116.8,111.3,105.9,100.5,95
102.9,98.5,94.2,89.7,85.4,81,76.6,"Mutuel, SanaTel, Drei und mehr Kinder / Trois enfants",95.7,91.7,87.7,83.5,79.5,75.4,71.3
,,,,,,,et plus,,,,,,,
130.4,,118.8,,107.1,,95.4,"ÖKK, Select",121.3,,110.5,,99.7,,88.8
137.9,,126.3,,114.6,,102.9,"ÖKK, Telemedizin",128.3,,117.5,,106.6,,95.7
128.5,122.7,116.9,111,105.2,99.4,93.5,"Philos, PrimaFlex, Ein Kind / Un enfant",119.6,114.2,108.8,103.3,97.9,92.5,87
96.4,92.1,87.7,83.3,78.9,74.6,70.2,"Philos, PrimaFlex, Drei und mehr Kinder / Trois",89.7,85.7,81.6,77.5,73.4,69.4,65.3
,,,,,,,enfants et plus,,,,,,,
131.4,125.6,119.8,113.9,108.1,102.3,96.4,"Philos, SanaTel, Ein Kind / Un enfant",122.3,116.9,111.5,106,100.6,95.2,89.7
98.6,94.2,89.9,85.5,81.1,76.8,72.3,"Philos, SanaTel, Drei und mehr Kinder / Trois enfants",91.7,87.7,83.7,79.6,75.5,71.5,67.3
,,,,,,,et plus,,,,,,,
152,146.2,140.3,134.5,128.7,122.8,117,"Sana24, Combi Care",142.1,136.6,131.2,125.7,120.3,114.8,109.4
58.7,54.6,50.5,46.5,42.4,38.3,34.2,"Sana24, Combi Care, ab 3. Kind / dès le 3ème enfant",54.9,51.1,47.3,43.5,39.6,35.8,32
152,146.2,140.3,134.5,128.7,122.8,117,"Sana24, Med Call",142.1,136.6,131.2,125.7,120.3,114.8,109.4
58.7,54.6,50.5,46.5,42.4,38.3,34.2,"Sana24, Med Call, ab 3. Kind / dès le 3ème enfant",54.9,51.1,47.3,43.5,39.6,35.8,32
"Bundesamt für Gesundheit, 3003 Bern",,,,,,,,,September 2023,,,,,
"Office fédéral de la santé publique, 3003 Berne",,,,,,,21/28,,Septembre 2023,,,review-2023-09-24,,
Mit Unfall / avec risque accidents,,,,,,,2024,VD,,Ohne Unfall / sans risque accidents,,,,
Franchise / Franchise,,,,,,,Kinder / Enfants,,,,,Franchise / Franchise,,
0,100,200,300,400,500,600,Region / Région 2,0,100,200,300,400,500,600
152,146.2,140.3,134.5,128.7,122.8,117,"Sana24, Tel Doc",142.1,136.6,131.2,125.7,120.3,114.8,109.4
58.7,54.6,50.5,46.5,42.4,38.3,34.2,"Sana24, Tel Doc, ab 3. Kind / dès le 3ème enfant",54.9,51.1,47.3,43.5,39.6,35.8,32
149.3,143.5,137.7,131.8,126,120.2,114.3,"Sanitas, CallMed",139,133.6,128.2,122.8,117.4,112,106.5
147.8,142,136.2,130.3,124.5,118.7,112.8,"Sanitas, CompactOne",137.7,132.3,126.9,121.4,116,110.6,105.1
127.3,121.5,115.7,109.8,104,98.2,92.3,"Supra, PrimaFlex, Ein Kind / Un enfant",118.4,113,107.7,102.2,96.8,91.4,85.9
95.5,91.2,86.8,82.4,78,73.7,69.3,"Supra, PrimaFlex, Drei und mehr Kinder / Trois",88.9,84.9,80.8,76.7,72.6,68.6,64.5
,,,,,,,enfants et plus,,,,,,,
159.7,,148.1,,136.4,,124.7,"Swica, FAVORIT TELMED",148.6,,137.7,,126.9,,116
66.6,,55,,43.3,,35.9,"Swica, FAVORIT TELMED, ab 3. Kind / dès le 3ème",62,,51.1,,40.3,,33.3
,,,,,,,enfant,,,,,,,
149,143.1,137.3,131.5,125.6,119.8,114,"Visana, Combi Care",139.2,133.8,128.3,122.9,117.4,112,106.5
65,59.2,53.3,47.5,41.7,35.8,35.3,"Visana, Combi Care, ab 3. Kind / dès le 3ème enfant",60.8,55.3,49.9,44.4,39,33.5,33
149,143.1,137.3,131.5,125.6,119.8,114,"Visana, Med Call",139.2,133.8,128.3,122.9,117.4,112,106.5
65,59.2,53.3,47.5,41.7,35.8,35.3,"Visana, Med Call, ab 3. Kind / dès le 3ème enfant",60.8,55.3,49.9,44.4,39,33.5,33
132.4,126.6,120.8,114.9,109.1,103.3,97.4,"Visana, Tel Care",123.8,118.4,112.9,107.5,102,96.5,91.1
57.8,52.1,46.1,40.3,35.3,35.3,35.3,"Visana, Tel Care, ab 3. Kind / dès le 3ème enfant",54.1,48.7,43.2,37.7,33,33,33
132.4,126.6,120.8,114.9,109.1,103.3,97.4,"Visana, Tel Doc",123.8,118.4,112.9,107.5,102,96.5,91.1
57.8,52.1,46.1,40.3,35.3,35.3,35.3,"Visana, Tel Doc, ab 3. Kind / dès le 3ème enfant",54.1,48.7,43.2,37.7,33,33,33
164.2,158.4,152.6,146.7,140.9,135.1,129.2,"Vivacare, Combi Care",153.5,148.1,142.6,137.2,131.7,126.3,120.8
63.4,59,54.6,50.2,45.8,41.4,36.9,"Vivacare, Combi Care, ab 3. Kind / dès le 3ème enfant",59.3,55.2,51,46.9,42.8,38.7,34.6
164.2,158.4,152.6,146.7,140.9,135.1,129.2,"Vivacare, Med Call",153.5,148.1,142.6,137.2,131.7,126.3,120.8
63.4,59,54.6,50.2,45.8,41.4,36.9,"Vivacare, Med Call, ab 3. Kind / dès le 3ème enfant",59.3,55.2,51,46.9,42.8,38.7,34.6
144.4,138.5,132.7,126.9,121,115.2,109.4,"Vivacare, Tel Care",135,129.5,124.1,118.6,113.2,107.7,102.2
55.8,51.9,48,44.1,40.3,36.4,34.5,"Vivacare, Tel Care, ab 3. Kind / dès le 3ème enfant",52.2,48.5,44.9,41.3,37.7,34,32.3
152.7,146.8,141,135.2,129.3,123.5,117.7,"Vivacare, Tel Doc",142.7,137.2,131.8,126.3,120.9,115.4,110
59,54.9,50.8,46.7,42.6,38.5,34.5,"Vivacare, Tel Doc, ab 3. Kind / dès le 3ème enfant",55.1,51.3,47.5,43.6,39.8,36,32.3
132.5,,120.8,,109.2,,97.5,"Vivao Sympany, FlexHelp 24",123.3,,112.4,,101.6,,90.7
"Bundesamt für Gesundheit, 3003 Bern",,,,,,,,,September 2023,,,,,
"Office fédéral de la santé publique, 3003 Berne",,,,,,,22/28,,Septembre 2023,,,review-2023-09-24,,
,,,,,,Prämien – Hausarztmodell,,,,,,,,
,,,,,,Primes – Médecin de famille,,,,,,,,
Mit Unfall / avec risque accidents,,,,,,,2024,VD,,Ohne Unfall / sans risque accidents,,,,
Franchise / Franchise,,,,,,,Kinder / Enfants,,,,,Franchise / Franchise,,
0,100,200,300,400,500,600,Region / Région 1,0,100,200,300,400,500,600
132.8,127,121.2,115.3,109.5,103.7,97.8,"Assura, Hausarzt Modell, Ein Kind / Un enfant",123.6,118.2,112.8,107.3,101.9,96.5,91
131.1,125.3,119.5,113.6,107.8,102,96.1,"Assura, Hausarzt Modell, Zwei Kinder / Deux enfants",122,116.6,111.2,105.7,100.3,94.9,89.4
129.3,123.5,117.7,111.8,106,100.2,94.3,"Assura, Hausarzt Modell, Drei und mehr Kinder / Trois",120.3,114.9,109.5,104,98.6,93.2,87.7
,,,,,,,enfants et plus,,,,,,,
132.1,126.3,120.5,114.6,108.8,103,97.1,"Assura, PharMed, Ein Kind / Un enfant",122.9,117.5,112.1,106.6,101.2,95.8,90.4
130.3,124.5,118.7,112.8,107,101.2,95.3,"Assura, PharMed, Zwei Kinder / Deux enfants",121.2,115.8,110.4,105,99.6,94.2,88.7
128.6,122.8,117,111.1,105.3,99.5,93.6,"Assura, PharMed, Drei und mehr Kinder / Trois",119.6,114.3,108.9,103.4,98,92.6,87.1
,,,,,,,enfants et plus,,,,,,,
141.8,136,130.2,124.3,118.5,112.7,106.8,"Assura, PreventoMed, Ein Kind / Un enfant",131.9,126.5,121.1,115.6,110.3,104.9,99.4
139.9,134.1,128.3,122.4,116.6,110.8,104.9,"Assura, PreventoMed, Zwei Kinder / Deux enfants",130.2,124.8,119.4,113.9,108.5,103.1,97.6
138,132.2,126.4,120.5,114.7,108.9,103,"Assura, PreventoMed, Drei und mehr Kinder / Trois",128.4,123,117.6,112.1,106.7,101.3,95.8
,,,,,,,enfants et plus,,,,,,,
130.6,124.8,119,113.1,107.3,101.5,95.6,"Assura, Qualimed, Ein Kind / Un enfant",121.5,116.1,110.7,105.2,99.8,94.4,89
128.8,123,117.2,111.3,105.5,99.7,93.8,"Assura, Qualimed, Zwei Kinder / Deux enfants",119.8,114.4,109,103.6,98.2,92.8,87.3
127.1,121.3,115.5,109.6,103.8,98,92.1,"Assura, Qualimed, Drei und mehr Kinder / Trois",118.3,112.9,107.5,102,96.6,91.2,85.7
,,,,,,,enfants et plus,,,,,,,
144.6,138.8,133,127.1,121.3,115.5,109.6,"Avenir, PrimaCare, Ein Kind / Un enfant",134.5,129.1,123.7,118.3,112.9,107.5,102
108.5,104.1,99.8,95.4,91,86.7,82.2,"Avenir, PrimaCare, Drei und mehr Kinder / Trois",100.9,96.9,92.8,88.8,84.7,80.7,76.5
,,,,,,,enfants et plus,,,,,,,
137.7,131.9,126.1,120.2,114.4,108.6,102.7,"Concordia, MyDoc",130.2,124.7,119.2,113.6,108.2,102.7,97.1
65.1,59.3,53.5,47.6,41.8,39.4,39.4,"Concordia, MyDoc, ab 3. Kind / dès le 3ème enfant",61.6,56.1,50.6,45,39.6,37.3,37.3
122.3,116.5,110.7,104.8,99,,87.3,"CSS, Gesundheitspraxisversicherung T1",113.7,108.3,102.9,97.5,92.1,,81.2
123.8,118,112.2,106.3,100.5,,88.8,"CSS, Gesundheitspraxisversicherung T2",115.1,109.7,104.3,98.8,93.4,,82.5
125.2,119.4,113.6,107.7,101.9,,90.2,"CSS, Gesundheitspraxisversicherung T3",116.4,111,105.7,100.2,94.8,,83.9
121.2,115.4,109.6,103.7,97.9,,86.2,"CSS, Hausarztversicherung Profit",112.7,107.3,101.9,96.4,91,,80.1
127.2,121.4,115.6,109.7,103.9,,92.2,"CSS, Multimed",118.3,112.9,107.5,102,96.6,,85.7
150.3,144.5,138.7,132.8,127,121.2,115.3,"Easy Sana, PrimaCare, Ein Kind / Un enfant",139.8,134.4,129,123.6,118.2,112.8,107.3
112.8,108.4,104.1,99.6,95.3,90.9,86.5,"Easy Sana, PrimaCare, Drei und mehr Kinder / Trois",104.9,100.8,96.8,92.7,88.7,84.6,80.5
,,,,,,,enfants et plus,,,,,,,
135,134,133,132,131,130,,"EGK, EGK-Care",126.9,126,125.1,124.1,123.2,122.2,
105.6,104.6,103.6,102.6,101.6,100.6,,"EGK, EGK-Care, ab 3. Kind / dès le 3ème enfant",99.3,98.4,97.4,96.5,95.6,94.6,
183,177.2,171.3,165.5,159.7,153.8,148,"Galenos, Med Direct",170.2,164.8,159.4,153.9,148.5,143.1,137.7
73.8,68,62.1,56.3,50.5,47.2,47.2,"Galenos, Med Direct, ab 3. Kind / dès le 3ème enfant",68.6,63.2,57.8,52.4,46.9,44,44
132.4,,,,,103.3,,"Helsana, BeneFit PLUS Flexmed",123.2,,,,,96.1,
53,,,,,33.9,,"Helsana, BeneFit PLUS Flexmed, ab 3. Kind / dès le",49.3,,,,,31.6,
,,,,,,,3ème enfant,,,,,,,
132.4,,,,,103.3,,"Helsana, BeneFit PLUS Hausarzt R1",123.2,,,,,96.1,
53,,,,,33.9,,"Helsana, BeneFit PLUS Hausarzt R1, ab 3. Kind / dès",49.3,,,,,31.6,
,,,,,,,le 3ème enfant,,,,,,,
135.6,,,,,106.5,,"Helsana, BeneFit PLUS Hausarzt R2",126.2,,,,,99.1,
54.2,,,,,33.9,,"Helsana, BeneFit PLUS Hausarzt R2, ab 3. Kind / dès",50.5,,,,,31.6,
,,,,,,,le 3ème enfant,,,,,,,
138.7,,,,,109.6,,"Helsana, BeneFit PLUS Hausarzt R3",129,,,,,102,
55.5,,,,,33.9,,"Helsana, BeneFit PLUS Hausarzt R3, ab 3. Kind / dès",51.7,,,,,31.6,
,,,,,,,le 3ème enfant,,,,,,,
141.9,,,,,112.8,,"Helsana, BeneFit PLUS Hausarzt R4",132,,,,,105,
56.7,,,,,33.9,,"Helsana, BeneFit PLUS Hausarzt R4, ab 3. Kind / dès",52.8,,,,,31.6,
,,,,,,,le 3ème enfant,,,,,,,
131.9,,122,,112.1,,102.1,"KPT, KPTwin.doc",122.6,,113.4,,104.2,,94.9
150,144.2,138.4,132.5,126.7,120.9,115,"Mutuel, PrimaCare, Ein Kind / Un enfant",139.5,134.2,128.8,123.3,117.9,112.5,107
"Bundesamt für Gesundheit, 3003 Bern",,,,,,,,,September 2023,,,,,
"Office fédéral de la santé publique, 3003 Berne",,,,,,,23/28,,Septembre 2023,,,review-2023-09-24,,
Mit Unfall / avec risque accidents,,,,,,,2024,VD,,Ohne Unfall / sans risque accidents,,,,
Franchise / Franchise,,,,,,,Kinder / Enfants,,,,,Franchise / Franchise,,
0,100,200,300,400,500,600,Region / Région 1,0,100,200,300,400,500,600
112.5,108.2,103.8,99.4,95.1,90.7,86.3,"Mutuel, PrimaCare, Drei und mehr Kinder / Trois",104.7,100.7,96.6,92.5,88.5,84.4,80.3
,,,,,,,enfants et plus,,,,,,,
144.8,,133.2,,121.5,,109.8,"ÖKK, Hausarzt",134.7,,123.9,,113,,102.2
150.9,145.1,139.3,133.4,127.6,121.8,115.9,"Philos, PrimaCare, Ein Kind / Un enfant",140.4,135,129.6,124.1,118.7,113.3,107.8
113.2,108.9,104.5,100.1,95.7,91.4,87,"Philos, PrimaCare, Drei und mehr Kinder / Trois",105.3,101.3,97.2,93.1,89.1,85,80.9
,,,,,,,enfants et plus,,,,,,,
159.6,153.7,147.9,142.1,136.2,130.4,124.6,"Sana24, Med Direct",149.1,143.7,138.2,132.8,127.3,121.9,116.4
61.6,57.3,53,48.8,44.5,40.2,35.9,"Sana24, Med Direct, ab 3. Kind / dès le 3ème enfant",57.6,53.6,49.6,45.6,41.6,37.6,33.6
148.6,142.8,137,131.1,125.3,119.5,113.6,"Sanitas, CareMed",138.4,133,127.6,122.1,116.7,111.3,105.8
150.1,144.3,138.5,132.6,126.8,121,115.1,"Sanitas, NetMed 1",139.8,134.4,129,123.5,118.1,112.7,107.2
150.1,144.3,138.5,132.6,126.8,121,115.1,"Sanitas, NetMed 2",139.8,134.4,129,123.5,118.1,112.7,107.2
150.1,144.3,138.5,132.6,126.8,121,115.1,"Sanitas, NetMed 3",139.8,134.4,129,123.5,118.1,112.7,107.2
129.2,123.4,117.6,111.7,105.9,100.1,94.2,"Supra, PrimaCare, Ein Kind / Un enfant",120.2,114.8,109.4,103.9,98.5,93.1,87.7
96.9,92.6,88.2,83.8,79.5,75.1,70.7,"Supra, PrimaCare, Drei und mehr Kinder / Trois",90.2,86.1,82.1,78,73.9,69.9,65.8
,,,,,,,enfants et plus,,,,,,,
164.6,,152.9,,142.9,,131.2,"Swica, FAVORIT CASA",153.1,,142.2,,132.9,,122.1
68.7,,57,,46,,37.3,"Swica, FAVORIT CASA, ab 3. Kind / dès le 3ème",63.9,,53,,42.8,,34.7
,,,,,,,enfant,,,,,,,
164.6,,152.9,,142.9,,131.2,"Swica, FAVORIT MEDICA",153.1,,142.2,,132.9,,122.1
68.7,,57,,46,,37.3,"Swica, FAVORIT MEDICA, ab 3. Kind / dès le 3ème",63.9,,53,,42.8,,34.7
,,,,,,,enfant,,,,,,,
143,,134.6,,123,,111.3,"Swica, FAVORIT MEDPHARM",133,,125.2,,114.4,,103.5
59.6,,49.4,,37.7,,37.3,"Swica, FAVORIT MEDPHARM, ab 3. Kind / dès le",55.5,,45.9,,35.1,,34.7
,,,,,,,3ème enfant,,,,,,,
152.1,,141.3,,129.6,,118,"Swica, FAVORIT MULTICHOICE",141.5,,131.4,,120.6,,109.7
63.5,,52.1,,40.5,,37.3,"Swica, FAVORIT MULTICHOICE, ab 3. Kind / dès le",59,,48.5,,37.6,,34.7
,,,,,,,3ème enfant,,,,,,,
138,132.2,126.3,120.5,114.7,108.8,103,"Visana, Med Direct",129,123.5,118.1,112.6,107.2,101.7,96.3
60.2,54.4,48.6,42.7,36.9,36.8,36.8,"Visana, Med Direct, ab 3. Kind / dès le 3ème enfant",56.3,50.9,45.4,40,34.5,34.4,34.4
164.6,158.8,152.9,147.1,141.3,135.4,129.6,"Vivacare, Med Direct",153.8,148.4,142.9,137.5,132,126.6,121.1
63.5,59.1,54.7,50.3,45.9,41.4,37,"Vivacare, Med Direct, ab 3. Kind / dès le 3ème enfant",59.4,55.3,51.2,47,42.9,38.8,34.6
137.1,,125.4,,113.8,,102.1,"Vivao Sympany, callmed 24",127.6,,116.7,,105.9,,95
138.6,,127,,115.3,,103.6,"Vivao Sympany, casamed hausarzt",128.9,,118.2,,107.3,,96.4
134,,122.4,,110.7,,99,"Vivao Sympany, casamed pharm",124.7,,113.9,,103,,92.1
"Bundesamt für Gesundheit, 3003 Bern",,,,,,,,,September 2023,,,,,
"Office fédéral de la santé publique, 3003 Berne",,,,,,,24/28,,Septembre 2023,,,review-2023-09-24,,
,,,,,,Prämien – Hausarztmodell,,,,,,,,
,,,,,,Primes – Médecin de famille,,,,,,,,
Mit Unfall / avec risque accidents,,,,,,,2024,VD,,Ohne Unfall / sans risque accidents,,,,
Franchise / Franchise,,,,,,,Kinder / Enfants,,,,,Franchise / Franchise,,
0,100,200,300,400,500,600,Region / Région 2,0,100,200,300,400,500,600
124.2,118.4,112.6,106.7,100.9,95.1,89.2,"Assura, Hausarzt Modell, Ein Kind / Un enfant",115.6,110.2,104.8,99.3,93.9,88.5,83
122.5,116.7,110.9,105,99.2,93.4,87.5,"Assura, Hausarzt Modell, Zwei Kinder / Deux enfants",114,108.6,103.2,97.7,92.3,86.9,81.4
120.9,115.1,109.3,103.4,97.6,91.8,85.9,"Assura, Hausarzt Modell, Drei und mehr Kinder / Trois",112.5,107.1,101.7,96.2,90.8,85.4,79.9
,,,,,,,enfants et plus,,,,,,,
121.6,115.8,110,104.1,98.3,92.5,86.6,"Assura, PharMed, Ein Kind / Un enfant",113.1,107.7,102.3,96.9,91.5,86.1,80.6
119.9,114.1,108.3,102.4,96.6,90.8,84.9,"Assura, PharMed, Zwei Kinder / Deux enfants",111.6,106.2,100.8,95.3,89.9,84.5,79
118.3,112.5,106.7,100.8,95,89.2,83.3,"Assura, PharMed, Drei und mehr Kinder / Trois",110.1,104.7,99.3,93.8,88.4,83,77.5
,,,,,,,enfants et plus,,,,,,,
129.8,124,118.2,112.3,106.5,100.7,94.8,"Assura, PreventoMed, Ein Kind / Un enfant",120.8,115.4,110,104.5,99.1,93.7,88.2
128,122.2,116.4,110.5,104.7,98.9,93,"Assura, PreventoMed, Zwei Kinder / Deux enfants",119.1,113.7,108.3,102.8,97.4,92,86.5
126.3,120.5,114.7,108.8,103,97.2,91.3,"Assura, PreventoMed, Drei und mehr Kinder / Trois",117.5,112.1,106.7,101.2,95.8,90.4,85
,,,,,,,enfants et plus,,,,,,,
119.6,113.8,108,102.1,96.3,90.5,84.6,"Assura, Qualimed, Ein Kind / Un enfant",111.3,105.9,100.5,95,89.6,84.2,78.7
117.9,112.1,106.3,100.4,94.6,88.8,82.9,"Assura, Qualimed, Zwei Kinder / Deux enfants",109.7,104.3,98.9,93.4,88,82.6,77.1
116.3,110.5,104.7,98.8,93,87.2,81.3,"Assura, Qualimed, Drei und mehr Kinder / Trois",108.2,102.8,97.4,91.9,86.5,81.1,75.7
,,,,,,,enfants et plus,,,,,,,
134.4,128.6,122.8,116.9,111.1,105.3,99.4,"Avenir, PrimaCare, Ein Kind / Un enfant",125,119.6,114.3,108.8,103.4,98,92.5
